Order ID,Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Segment
ORD-1479,2024-06-16,West,New York,Technology,Accessories,Middle Accessories,1241.43,5,0.1,-177.14,Consumer
ORD-1480,2025-02-02,South,Michigan,Technology,Phones,Son Phones,595.49,2,0.2,-89.86,Consumer
ORD-1481,2023-10-02,Central,Pennsylvania,Technology,Copiers,Rock Copiers,1349.17,4,0.0,-77.48,Consumer
ORD-1482,2024-10-02,Central,Georgia,Furniture,Tables,Race Tables,670.13,5,0.1,55.47,Corporate
ORD-1483,2024-10-25,South,New York,Office Supplies,Storage,Line Storage,640.17,4,0.3,-39.47,Consumer
ORD-1484,2022-10-20,Central,Georgia,Office Supplies,Paper,Better Paper,901.81,5,0.3,68.39,Corporate
ORD-1485,2023-12-25,Central,New York,Furniture,Chairs,Do Chairs,408.94,2,0.0,100.62,Home Office
ORD-1486,2024-06-13,South,North Carolina,Technology,Phones,Role Phones,1814.48,9,0.2,130.16,Consumer
ORD-1487,2023-10-06,West,Pennsylvania,Technology,Copiers,Follow Copiers,462.15,10,0.2,-61.49,Corporate
ORD-1488,2025-07-21,South,Pennsylvania,Technology,Phones,Party Phones,40.97,4,0.1,7.32,Home Office
ORD-1489,2024-04-19,West,New York,Furniture,Furnishings,Material Furnishings,1898.45,3,0.3,511.8,Home Office
ORD-1490,2025-01-30,South,Florida,Furniture,Tables,Nice Tables,543.43,4,0.0,72.98,Consumer
ORD-1491,2024-03-11,South,Georgia,Technology,Machines,Large Machines,1765.47,1,0.2,-261.97,Corporate
ORD-1492,2025-01-25,Central,North Carolina,Technology,Machines,Give Machines,1148.92,7,0.3,-19.94,Home Office
ORD-1493,2024-03-23,Central,Ohio,Technology,Phones,Scientist Phones,1042.42,6,0.2,45.27,Consumer
ORD-1494,2024-08-28,East,Michigan,Office Supplies,Envelopes,Experience Envelopes,891.0,4,0.0,51.03,Consumer
ORD-1495,2024-01-13,West,New York,Office Supplies,Paper,Enter Paper,737.2,2,0.1,5.39,Consumer
ORD-1496,2023-09-17,South,Georgia,Office Supplies,Binders,Camera Binders,437.19,3,0.3,-82.53,Corporate
ORD-1497,2023-07-20,West,New York,Furniture,Tables,Four Tables,1035.03,10,0.1,-178.07,Home Office
ORD-1498,2023-03-28,South,North Carolina,Office Supplies,Paper,Situation Paper,1282.49,5,0.0,-117.61,Home Office
ORD-1499,2025-01-03,South,New York,Technology,Copiers,Sound Copiers,1664.12,10,0.1,328.34,Consumer
ORD-1500,2025-08-31,West,Pennsylvania,Furniture,Bookcases,Crime Bookcases,1201.14,2,0.1,-13.09,Corporate
